station,zip,route,dsp,volume,price
LAX03,92610,LAX03-019,BRT,172,2.1
LAX03,92679,LAX03-019,BRT,432,2.1
LAX03,92694,LAX03-019,BRT,436,2.1
LAX03,92672,LAX03-020,TYA,667,2.05
LAX03,92673,LAX03-020,TYA,410,2.05
LAX03,92675,LAX03-020,TYA,551,2.05
PLM01,92240,PLM01-001,GWE,487,2.05
PLM01,92241,PLM01-001,GWE,96,2.05
PLM01,92258,PLM01-001,GWE,4,2.05
PLM01,92276,PLM01-001,GWE,84,2.05
PLM01,92282,PLM01-001,GWE,23,2.05
PLM01,92203,PLM01-002,GWE,371,2.05
PLM01,92236,PLM01-002,GWE,452,2.05
PLM01,92234,PLM01-003,GWE,554,2.1
PLM01,92262,PLM01-003,GWE,272,2.1
PLM01,92264,PLM01-003,GWE,188,2.1
PLM01,92210,PLM01-004,GWE,40,2.1
PLM01,92211,PLM01-004,GWE,292,2.1
PLM01,92260,PLM01-004,GWE,297,2.1
PLM01,92270,PLM01-004,GWE,179,2.1
PLM01,92201,PLM01-005,GWE,657,2.1
PLM01,92253,PLM01-005,GWE,391,2.1
SAN01,91909,SAN01-01,NFE,0,1.9
SAN01,91932,SAN01-01,NFE,235,1.9
SAN01,91933,SAN01-01,NFE,0,1.9
SAN01,92149,SAN01-01,NFE,0,1.9
SAN01,92153,SAN01-01,NFE,0,1.9
SAN01,92154,SAN01-01,NFE,1115,1.9
SAN01,92173,SAN01-01,NFE,690,1.9
SAN01,92174,SAN01-01,NFE,0,1.9
SAN01,91908,SAN01-02,NFE,0,1.8
SAN01,91912,SAN01-02,NFE,0,1.8
SAN01,91913,SAN01-02,NFE,586,1.8
SAN01,91914,SAN01-02,NFE,157,1.8
SAN01,91915,SAN01-02,NFE,360,1.8
SAN01,91921,SAN01-02,NFE,0,1.8
SAN01,91950,SAN01-03,MEL,547,1.75
SAN01,91951,SAN01-03,MEL,0,1.75
SAN01,91945,SAN01-04,XAE,274,1.75
SAN01,92114,SAN01-04,XAE,586,1.75
SAN01,92139,SAN01-04,XAE,300,1.75
SAN01,91946,SAN01-05,NFE,0,2.2
SAN01,92101,SAN01-05,NFE,512,2.25
SAN01,92103,SAN01-05,NFE,262,2.2
SAN01,92110,SAN01-05,NFE,242,2.2
SAN01,92112,SAN01-05,NFE,0,2.2
SAN01,92137,SAN01-05,NFE,0,2.2
SAN01,92138,SAN01-05,NFE,0,2.2
SAN01,92140,SAN01-05,NFE,1,2.2
SAN01,92152,SAN01-05,NFE,0,2.2
SAN01,92163,SAN01-05,NFE,0,2.2
SAN01,92166,SAN01-05,NFE,0,2.2
SAN01,92167,SAN01-05,NFE,0,2.2
SAN01,92168,SAN01-05,NFE,0,2.2
SAN01,92186,SAN01-05,NFE,0,2.2
SAN01,91941,SAN01-06,SDG,284,1.9
SAN01,91942,SAN01-06,SDG,362,1.9
SAN01,91943,SAN01-06,SDG,0,1.9
SAN01,91944,SAN01-06,SDG,0,1.9
SAN01,91976,SAN01-06,SDG,0,1.9
SAN01,91977,SAN01-06,SDG,655,1.9
SAN01,91978,SAN01-06,SDG,110,1.9
SAN01,91979,SAN01-06,SDG,0,1.9
SAN01,92019,SAN01-06,SDG,456,1.9
SAN01,92022,SAN01-06,SDG,1,1.9
SAN01,92072,SAN01-06,SDG,0,1.9
SAN01,92159,SAN01-06,SDG,0,1.9
SAN01,92160,SAN01-06,SDG,0,1.9
SAN01,92175,SAN01-06,SDG,0,1.9
SAN01,92195,SAN01-06,SDG,0,1.9
SAN01,92020,SAN01-07,MEL,516,1.85
SAN01,92021,SAN01-07,MEL,732,1.85
SAN01,92040,SAN01-07,MEL,440,1.9
SAN01,92071,SAN01-07,MEL,460,1.85
SAN01,92026,SAN01-08,SDG,527,2
SAN01,92027,SAN01-08,SDG,461,2
SAN01,92025,SAN01-09,SDG,376,2
SAN01,92029,SAN01-09,SDG,197,2
SAN01,92033,SAN01-09,SDG,0,2
SAN01,92046,SAN01-09,SDG,0,2
SAN01,92128,SAN01-09,SDG,309,2
SAN01,92150,SAN01-09,SDG,1,2
SAN01,92197,SAN01-09,SDG,0,2
SAN01,92198,SAN01-09,SDG,0,2
SAN01,92199,SAN01-09,SDG,0,2
SAN01,92064,SAN01-10,XAE,354,1.95
SAN01,92074,SAN01-10,XAE,0,1.95
SAN01,92131,SAN01-10,XAE,241,1.95
SAN01,92196,SAN01-10,XAE,0,1.95
SAN01,92003,SAN01-11,SDG,73,2
SAN01,92018,SAN01-11,SDG,0,2
SAN01,92049,SAN01-11,SDG,0,2
SAN01,92051,SAN01-11,SDG,0,2
SAN01,92052,SAN01-11,SDG,0,2
SAN01,92054,SAN01-11,SDG,287,2
SAN01,92057,SAN01-11,SDG,445,2
SAN01,92013,SAN01-12,XAE,1,2
SAN01,92056,SAN01-12,XAE,404,2
SAN01,92083,SAN01-12,XAE,263,2
SAN01,92069,SAN01-13,XAE,347,2
SAN01,92079,SAN01-13,XAE,0,2
SAN01,92084,SAN01-13,XAE,378,2
SAN01,92085,SAN01-13,XAE,0,2
SAN01,92014,SAN01-14,NFE,100,2.05
SAN01,92067,SAN01-14,NFE,42,2.05
SAN01,92075,SAN01-14,NFE,83,2.05
SAN01,92091,SAN01-14,NFE,20,2.05
SAN01,92126,SAN01-14,NFE,582,2.05
SAN01,92127,SAN01-14,NFE,322,2.05
SAN01,92129,SAN01-14,NFE,354,2
SAN01,92130,SAN01-14,NFE,356,2.05
SAN01,92172,SAN01-14,NFE,0,2
SAN01,92191,SAN01-14,NFE,0,2
SAN01,92192,SAN01-14,NFE,0,2
SAN01,92007,SAN01-15,MEL,76,2
SAN01,92008,SAN01-15,MEL,211,2
SAN01,92009,SAN01-15,MEL,292,2
SAN01,92010,SAN01-15,MEL,122,2
SAN01,92011,SAN01-15,MEL,186,2
SAN01,92023,SAN01-15,MEL,0,2
SAN01,92024,SAN01-15,MEL,358,2
SAN01,92078,SAN01-15,MEL,370,2
SAN01,92081,SAN01-15,MEL,214,2
SAN01,92096,SAN01-15,MEL,0,2
SAN01,92108,SAN01-16,XAE,309,1.9
SAN01,92111,SAN01-16,XAE,371,1.9
SAN01,92123,SAN01-16,XAE,285,1.9
SAN01,92193,SAN01-16,XAE,0,1.9
SAN01,92119,SAN01-17,SDG,161,1.85
SAN01,92120,SAN01-17,SDG,280,1.9
SAN01,92124,SAN01-17,SDG,226,1.85
SAN01,92142,SAN01-17,SDG,0,1.85
SAN01,92037,SAN01-18,SDG,270,2
SAN01,92038,SAN01-18,SDG,1,2
SAN01,92039,SAN01-18,SDG,0,1.95
SAN01,92092,SAN01-18,SDG,12,1.95
SAN01,92093,SAN01-18,SDG,1,1.95
SAN01,92106,SAN01-18,SDG,147,1.95
SAN01,92107,SAN01-18,SDG,197,1.95
SAN01,92109,SAN01-18,SDG,376,1.95
SAN01,92117,SAN01-18,SDG,373,1.95
SAN01,92121,SAN01-18,SDG,47,2
SAN01,92122,SAN01-18,SDG,253,2
SAN01,92161,SAN01-18,SDG,1,1.95
SAN01,92169,SAN01-18,SDG,0,1.95
SAN01,92171,SAN01-18,SDG,0,1.95
SAN01,92177,SAN01-18,SDG,0,1.95
SAN01,91902,SAN01-19,MEL,166,1.9
SAN01,91910,SAN01-19,MEL,733,1.85
SAN01,91911,SAN01-19,MEL,858,1.85
SAN01,92104,SAN01-20,NFE,350,2.05
SAN01,92105,SAN01-20,NFE,579,2.05
SAN01,92115,SAN01-20,NFE,567,2.05
SAN01,92116,SAN01-20,NFE,232,2.05
SAN01,92165,SAN01-20,NFE,0,2.05
SAN01,92176,SAN01-20,NFE,0,2.05
SAN01,92182,SAN01-20,NFE,1,2.05
SAN01,92102,SAN01-21,NFE,328,1.85
SAN01,92113,SAN01-21,NFE,441,1.85
SAN01,92170,SAN01-21,NFE,0,1.85
SFV01,91202,SFV01-001,CNS,200,1.7
SFV01,91207,SFV01-001,CNS,94,1.7
SFV01,91501,SFV01-001,CNS,187,1.7
SFV01,91504,SFV01-001,CNS,238,1.7
SFV01,91208,SFV01-001,CNS,137,1.7
SFV01,91012,SFV01-001,CNS,0,1.7
SFV01,91331,SFV01-002,UNS,994,1.85
SFV01,91333,SFV01-002,UNS,0,1.85
SFV01,91334,SFV01-002,UNS,0,1.85
SFV01,91345,SFV01-002,UNS,193,1.85
SFV01,91346,SFV01-002,UNS,0,1.85
SFV01,91395,SFV01-002,UNS,0,1.85
SFV01,91352,SFV01-002,UNS,536,1.85
SFV01,91502,SFV01-002,UNS,123,1.85
SFV01,91340,SFV01-003,DMIS,321,1.95
SFV01,91341,SFV01-003,DMIS,0,1.95
SFV01,91342,SFV01-003,DMIS,1087,1.95
SFV01,91392,SFV01-003,DMIS,0,1.95
SFV01,91355,SFV01-004,HHU,310,1.95
SFV01,91381,SFV01-004,HHU,238,1.95
SFV01,91382,SFV01-004,HHU,0,1.95
SFV01,91384,SFV01-004,HHU,270,2.05
SFV01,91343,SFV01-005,NFE,636,1.95
SFV01,91344,SFV01-005,NFE,582,1.95
SFV01,91001,SFV01-006,CNS,176,1.7
SFV01,91011,SFV01-006,CNS,139,1.7
SFV01,91020,SFV01-006,CNS,79,1.7
SFV01,91040,SFV01-006,CNS,249,1.7
SFV01,91042,SFV01-006,CNS,281,1.7
SFV01,91214,SFV01-006,CNS,223,1.7
SFV01,91406,SFV01-007,HHU,551,2.05
SFV01,91436,SFV01-007,HHU,151,2.05
SFV01,91316,SFV01-007,HHU,267,2.05
SFV01,91330,SFV01-008,CHT,1,2
SFV01,91325,SFV01-008,CHT,359,2
SFV01,91324,SFV01-008,CHT,323,2
SFV01,91326,SFV01-008,CHT,353,2
SFV01,91311,SFV01-008,CHT,479,2
SFV01,91321,SFV01-009,HHU,345,1.95
SFV01,91350,SFV01-009,HHU,451,1.95
SFV01,91354,SFV01-009,HHU,318,1.95
SFV01,91380,SFV01-009,HHU,0,1.95
SFV01,91351,SFV01-010,HHU,387,1.95
SFV01,91387,SFV01-010,HHU,520,1.95
SFV01,93020,SFV01-020,DMIS,0,1.95
SFV01,93021,SFV01-020,DMIS,365,1.95
SFV01,93062,SFV01-020,DMIS,0,1.95
SFV01,93065,SFV01-020,DMIS,749,1.95
SFV01,91319,SFV01-021,DMIS,0,1.95
SFV01,91320,SFV01-021,DMIS,346,1.95
SFV01,91361,SFV01-021,DMIS,182,1.95
SFV01,91359,SFV01-021,DMIS,0,1.95
SFV01,91360,SFV01-021,DMIS,347,1.95
SFV01,91362,SFV01-021,DMIS,332,1.95
SFV01,91301,SFV01-022,DMIS,228,1.95
SFV01,91302,SFV01-022,DMIS,241,1.95
SFV01,91376,SFV01-022,DMIS,0,1.95
SFV01,91377,SFV01-022,DMIS,110,1.95
SFV01,91335,SFV01-026,NFE,817,1.95
SFV01,91356,SFV01-026,NFE,318,1.95
SFV01,91306,SFV01-026,NFE,467,1.95
SFV01,91303,SFV01-027,CNS,336,1.8
SFV01,91371,SFV01-027,CNS,0,1.8
SFV01,91367,SFV01-027,CNS,491,1.8
SFV01,91364,SFV01-027,CNS,274,1.8
SFV01,91313,SFV01-028,CNS,0,1.7
SFV01,91304,SFV01-028,CNS,609,1.7
SFV01,91307,SFV01-028,CNS,250,1.7
SFV01,93064,SFV01-028,CNS,0,1.7
SFV01,93063,SFV01-028,CNS,572,1.7
SFV01,93094,SFV01-028,CNS,0,1.7
SFV01,93099,SFV01-028,CNS,0,1.7
SFV02,93550,SFV02-011,HHU,1178,1.9
SFV02,93535,SFV02-012,HHU,1517,1.9
SFV02,91390,SFV02-016,HHU,377,2.1
SFV02,93510,SFV02-016,HHU,133,2.1
SFV02,93551,SFV02-016,HHU,938,2
SFV02,93536,SFV02-017,HHU,1275,2
SFV02,93543,SFV02-018,HHU,243,1.9
SFV02,93553,SFV02-018,HHU,34,1.9
SFV02,93552,SFV02-018,HHU,748,1.9
SFV02,93591,SFV02-018,HHU,144,1.9
SFV02,93534,SFV02-019,HHU,710,1.9
SMX01,93444,SMX01-001,RWV,321,2.2
SMX01,93420,SMX01-001,RWV,358,2.2
SMX01,93449,SMX01-001,RWV,106,2.2
SMX01,93433,SMX01-001,RWV,159,2.2
SMX01,93445,SMX01-001,RWV,75,2.2
SMX01,93401,SMX01-002,RWV,312,2.3
SMX01,93405,SMX01-002,RWV,151,2.3
SMX01,93442,SMX01-002,RWV,131,2.3
SMX01,93422,SMX01-002,RWV,373,2.3
SMX01,93465,SMX01-002,RWV,131,2.3
SMX01,93446,SMX01-002,RWV,633,2.3
SMX01,93454,SMX01-003,RWV,567,2.2
SMX01,93458,SMX01-003,RWV,729,2.2
SMX01,93436,SMX01-004,RWV,703,2.2
SMX01,93455,SMX01-004,RWV,626,2.2
VTC01,93033,VTC-001,RWV,729,2
VTC01,93030,VTC-001,RWV,580,2
VTC01,93043,VTC-001,RWV,0,2
VTC01,93041,VTC-001,RWV,286,2
VTC01,93012,VTC-002,RWV,338,2
VTC01,93010,VTC-002,RWV,411,2
VTC01,93066,VTC-002,RWV,33,2
VTC01,93035,VTC-003,RWV,278,2
VTC01,93036,VTC-003,RWV,455,2
VTC01,93060,VTC-003,RWV,370,2
VTC01,93015,VTC-003,RWV,238,2
VTC01,93040,VTC-003,RWV,26,2
VTC01,93001,VTC-004,RWV,368,2
VTC01,93003,VTC-004,RWV,466,2
VTC01,93004,VTC-004,RWV,320,2
VTC01,93023,VTC-004,RWV,246,2
VTC01,93022,VTC-004,RWV,88,2
VTC01,93109,VTC-005,RWV,92,2.2
VTC01,93105,VTC-005,RWV,268,2.2
VTC01,93101,VTC-005,RWV,367,2.2
VTC01,93130,VTC-005,RWV,0,2.2
VTC01,93121,VTC-005,RWV,0,2.2
VTC01,93120,VTC-005,RWV,0,2.2
VTC01,93102,VTC-005,RWV,0,2.2
VTC01,93108,VTC-005,RWV,120,2.2
VTC01,93103,VTC-005,RWV,236,2.2
VTC01,93140,VTC-005,RWV,0,2.2
VTC01,93013,VTC-005,RWV,193,2.2
VTC01,93117,VTC-006,RWV,449,2.2
VTC01,93116,VTC-006,RWV,0,2.2
VTC01,93111,VTC-006,RWV,204,2.2
VTC01,93110,VTC-006,RWV,184,2.2
VTC01,93160,VTC-006,RWV,0,2.2
YUM01,92231,YUM01-001,SDG,972,2.2
YUM01,92249,YUM01-001,SDG,110,2.2
YUM01,92227,YUM01-003,SDG,471,2.2
YUM01,92243,YUM01-003,SDG,777,2.2
YUM01,92251,YUM01-003,SDG,478,2.2
YUM02,85336,YUM02-002,SDG,353,2.2
YUM02,85349,YUM02-002,SDG,86,2.2
YUM02,85350,YUM02-002,SDG,137,2.2
YUM02,85364,YUM02-002,SDG,1341,2.2
YUM02,85365,YUM02-004,SDG,1140,2.2
YUM02,85367,YUM02-004,SDG,480,2.2
